,id,age,workclass,fnlwgt,education,education-num
31418,639,41,Private,126850,Prof-school,15
20930,640,18,,184416,10th,6
4061,641,28,Private,210867,11th,7
7663,642,17,,659273,11th,7
22186,643,31,Private,397467,HS-grad,9
27549,644,20,,232022,Some-college,10
25112,645,47,Self-emp-inc,207540,7th-8th,4
17769,646,42,Self-emp-inc,188738,HS-grad,9
23072,647,35,Private,413648,5th-6th,3
14605,648,61,Private,183355,11th,7
1177,649,50,State-gov,356619,HS-grad,9
12339,650,20,Local-gov,271354,HS-grad,9
7660,651,64,Private,239450,Some-college,10
30982,652,51,Private,189511,Assoc-voc,11
3784,653,49,Private,185859,HS-grad,9
32361,654,55,Local-gov,166502,Masters,14
16872,655,36,Private,114988,HS-grad,9
8550,656,33,Private,159247,Bachelors,13
3488,657,26,Private,117833,Bachelors,13
25854,658,42,Self-emp-not-inc,102069,7th-8th,4
25068,659,55,Federal-gov,146477,Some-college,10
17796,660,37,Private,125167,Some-college,10
25908,661,41,Self-emp-not-inc,100800,Masters,14
6743,662,39,Self-emp-not-inc,31848,Some-college,10
15931,663,22,Private,253799,Bachelors,13
18303,664,60,Self-emp-not-inc,89884,HS-grad,9
23273,665,22,Private,127768,Some-college,10
3560,666,30,Self-emp-inc,117570,HS-grad,9
31452,667,55,Local-gov,143949,Masters,14
24791,668,74,Self-emp-not-inc,206682,Some-college,10
1601,669,57,State-gov,68830,HS-grad,9
8597,670,32,Federal-gov,191385,Assoc-acdm,12
14776,671,34,Private,184942,11th,7
10803,672,34,Private,176711,HS-grad,9
31354,673,32,Private,186824,Bachelors,13
15483,674,39,Private,247733,HS-grad,9
23494,675,28,Private,149652,10th,6
14446,676,43,Local-gov,198096,HS-grad,9
3911,677,61,Private,166124,HS-grad,9
31350,678,27,Private,114967,Bachelors,13
1472,679,28,Local-gov,216481,Bachelors,13
25057,680,29,Local-gov,302422,Assoc-voc,11
11816,681,35,State-gov,248374,Some-college,10
16798,682,51,,146325,HS-grad,9
4472,683,46,Private,117502,HS-grad,9
17270,684,24,Private,197387,HS-grad,9
27240,685,38,Private,125933,Bachelors,13
14797,686,45,Private,200471,HS-grad,9
20354,687,21,State-gov,184678,Some-college,10
25952,688,48,Self-emp-not-inc,115971,HS-grad,9
24854,689,27,Private,172009,Bachelors,13
3485,690,55,Private,349304,Bachelors,13
29504,691,36,Private,306646,Bachelors,13
18360,692,47,Private,198200,Bachelors,13
13750,693,45,Private,238567,Bachelors,13
18809,694,41,Self-emp-inc,220821,Bachelors,13
17211,695,54,Local-gov,182543,Some-college,10
31101,696,22,,39803,Some-college,10
10009,697,68,Private,138714,Bachelors,13
9252,698,41,Private,289886,5th-6th,3
14045,699,51,Local-gov,170579,HS-grad,9
3032,700,47,Private,125892,Some-college,10
31987,701,22,Private,228411,Some-college,10
7884,702,43,Private,200835,HS-grad,9
5110,703,21,Private,118693,Some-college,10
25282,704,61,Private,180382,5th-6th,3
21313,705,30,Private,54608,Some-college,10
7418,706,47,Self-emp-inc,332355,Masters,14
875,707,41,Private,194636,Bachelors,13
28469,708,54,Private,135388,HS-grad,9
19589,709,49,Private,50567,Some-college,10
7219,710,47,Self-emp-not-inc,315110,Some-college,10
4764,711,65,Self-emp-not-inc,316093,Prof-school,15
18881,712,43,Private,249771,HS-grad,9
7979,713,48,Private,47343,Masters,14
981,714,22,Private,284317,Assoc-acdm,12
19721,715,37,Private,335168,Some-college,10
9259,716,60,Private,88055,10th,6
13460,717,41,Private,177905,Masters,14
20974,718,25,Private,161007,HS-grad,9
8017,719,33,Private,180551,Some-college,10
17020,720,22,Private,378104,HS-grad,9
791,721,41,Self-emp-inc,32185,Bachelors,13
16000,722,27,Private,221366,Some-college,10
19535,723,27,Self-emp-not-inc,208577,HS-grad,9
28696,724,33,Private,152933,Some-college,10
20613,725,30,Self-emp-not-inc,115932,HS-grad,9
10963,726,52,Local-gov,152795,Some-college,10
650,727,20,Private,130959,Some-college,10
19331,728,23,Local-gov,210029,Some-college,10
29161,729,47,Private,73394,Some-college,10
8935,730,54,Self-emp-not-inc,42924,Some-college,10
20183,731,25,Local-gov,63996,HS-grad,9
28656,732,34,Private,85374,HS-grad,9
30233,733,74,Self-emp-not-inc,109101,Some-college,10
6568,734,58,Private,301867,HS-grad,9
25684,735,25,Private,112835,Bachelors,13
19429,736,38,Local-gov,188612,Some-college,10
24336,737,55,Private,148773,10th,6
18058,738,36,Self-emp-inc,487085,7th-8th,4
8711,739,67,Self-emp-not-inc,127543,10th,6
23398,740,66,Private,28367,Bachelors,13
24520,741,23,Private,57827,Bachelors,13
18411,742,29,Private,187073,Bachelors,13
6008,743,51,Private,114927,Assoc-voc,11
7289,744,28,Local-gov,125159,Some-college,10
23095,745,45,Self-emp-not-inc,77132,Some-college,10
22111,746,55,Private,171242,HS-grad,9
25435,747,26,Private,238367,HS-grad,9
11432,748,29,Private,166210,Some-college,10
5772,749,42,Private,272910,HS-grad,9
19130,750,58,Private,280309,Assoc-acdm,12
26334,751,53,Private,215572,HS-grad,9
3179,752,35,Self-emp-not-inc,216129,12th,8
22787,753,55,Federal-gov,31965,Some-college,10
3243,754,25,Private,206600,9th,5
17162,755,29,Local-gov,132412,Bachelors,13
25270,756,78,,74795,Assoc-acdm,12
136,757,43,Self-emp-not-inc,56920,HS-grad,9
28045,758,22,Private,200318,Assoc-acdm,12
28952,759,42,Self-emp-not-inc,351161,Bachelors,13
27376,760,65,Private,461715,HS-grad,9
9497,761,33,Private,184833,HS-grad,9
21940,762,34,Private,381153,HS-grad,9
6366,763,59,Private,216851,HS-grad,9
22527,764,37,Private,82576,Prof-school,15
3543,765,43,Local-gov,105862,Some-college,10
4735,766,22,Private,324637,Some-college,10
8828,767,24,Private,353696,Some-college,10
5605,768,55,Local-gov,123382,Assoc-voc,11
23630,769,32,Private,110279,Assoc-acdm,12
15109,770,53,Private,167065,11th,7
12597,771,57,Private,180779,Bachelors,13
29750,772,45,Local-gov,172111,Bachelors,13
5904,773,34,Private,103596,HS-grad,9
25534,774,45,Self-emp-not-inc,118081,Some-college,10
28520,775,29,Private,267989,HS-grad,9
12006,776,48,Local-gov,219962,Assoc-voc,11
19552,777,51,Private,317396,Some-college,10
9581,778,39,Private,141802,Some-college,10
8600,779,31,Private,295922,Some-college,10
27461,780,65,Private,83800,Some-college,10
2278,781,17,Private,329783,10th,6
23286,782,41,Private,439919,5th-6th,3
27820,783,71,Private,99894,5th-6th,3
25279,784,69,Private,114801,HS-grad,9
9623,785,53,Private,233780,Assoc-voc,11
51,786,18,Private,226956,HS-grad,9
8384,787,22,Private,214399,Some-college,10
30876,788,53,Private,153486,HS-grad,9
22104,789,30,Private,207668,Some-college,10
23212,790,50,Private,266945,HS-grad,9
19665,791,52,Private,208302,HS-grad,9
13041,792,53,Private,95864,HS-grad,9
20129,793,41,Private,204235,Assoc-voc,11
8119,794,34,Self-emp-not-inc,312197,HS-grad,9
22822,795,20,Private,219211,Some-college,10
8844,796,24,Private,100669,Some-college,10
19198,797,40,Private,145160,Doctorate,16
16335,798,42,Self-emp-not-inc,27661,Bachelors,13
23545,799,50,Self-emp-not-inc,29231,HS-grad,9
17180,800,45,Private,223319,Some-college,10
28033,801,61,Private,197286,7th-8th,4
23296,802,34,Private,27153,HS-grad,9
17780,803,26,Private,78258,Assoc-voc,11
17214,804,27,Private,188941,Some-college,10
21794,805,41,Local-gov,160893,Preschool,1
14089,806,59,Federal-gov,176317,10th,6
27743,807,42,Private,182108,Bachelors,13
5623,808,41,,230020,5th-6th,3
1038,809,34,Private,289984,HS-grad,9
19478,810,36,Private,410489,Bachelors,13
23967,811,46,Private,191389,HS-grad,9
8819,812,24,Private,207940,HS-grad,9
30912,813,55,Private,141727,Bachelors,13
25470,814,35,Private,210844,Assoc-acdm,12
1544,815,69,,473040,5th-6th,3
13932,816,30,State-gov,23037,Some-college,10
12412,817,39,Local-gov,423605,12th,8
12459,818,28,Private,221366,Some-college,10
10099,819,50,Private,211654,10th,6
1241,820,55,Private,326297,HS-grad,9
25227,821,23,Private,240049,Preschool,1
31596,822,39,Private,72338,Masters,14
26651,823,19,Private,204389,HS-grad,9
23698,824,23,Private,233472,Bachelors,13
21713,825,35,Local-gov,38948,Some-college,10
20127,826,35,Private,241998,HS-grad,9
2856,827,46,,162034,HS-grad,9
21070,828,20,Private,161092,Some-college,10
8807,829,49,Local-gov,173584,Bachelors,13
23681,830,56,Private,204049,Some-college,10
11644,831,23,Private,275818,Some-college,10
15639,832,21,Private,306114,Some-college,10
14202,833,49,Private,156926,Assoc-voc,11
11670,834,48,Private,227714,Bachelors,13
777,835,34,Private,73585,Masters,14
2552,836,51,Private,249741,Some-college,10
7267,837,29,Private,405177,10th,6
12316,838,46,Self-emp-not-inc,197836,HS-grad,9
3990,839,77,,147284,HS-grad,9
12944,840,21,Private,188535,HS-grad,9
26238,841,21,Private,202373,Some-college,10
13483,842,55,Federal-gov,88876,Masters,14
9790,843,51,Private,125796,Some-college,10
21732,844,45,Private,102147,Assoc-voc,11
3016,845,40,State-gov,184378,Bachelors,13
14015,846,49,Self-emp-inc,119565,Masters,14
10260,847,42,Self-emp-not-inc,212847,HS-grad,9
14534,848,21,,247075,HS-grad,9
27512,849,39,Private,86143,5th-6th,3
5114,850,29,Self-emp-not-inc,160786,HS-grad,9
14360,851,24,,26671,HS-grad,9
1309,852,49,Private,125421,HS-grad,9
30603,853,29,Private,200511,HS-grad,9
6070,854,48,Self-emp-not-inc,185385,HS-grad,9
3457,855,21,Private,151158,Some-college,10
5728,856,46,Local-gov,109089,Prof-school,15
18241,857,74,Self-emp-inc,228075,Some-college,10
27271,858,31,Private,244665,Some-college,10
28674,859,24,Private,250647,Assoc-voc,11
21010,860,38,Self-emp-not-inc,255503,11th,7
12003,861,25,Private,211497,Some-college,10
14234,862,44,Private,159297,HS-grad,9
762,863,34,Local-gov,119411,HS-grad,9
28987,864,57,Private,64960,Assoc-voc,11
27448,865,30,Private,337494,Assoc-acdm,12
21805,866,63,,146196,Bachelors,13
94,867,34,Local-gov,226296,Bachelors,13
23455,868,70,Private,304570,Bachelors,13
26581,869,36,State-gov,340091,Doctorate,16
30225,870,20,Private,39803,Some-college,10
24314,871,65,Private,398001,HS-grad,9
24539,872,18,Private,120029,HS-grad,9
23278,873,44,Private,130126,Prof-school,15
20766,874,55,Private,190514,7th-8th,4
22873,875,32,Private,198068,11th,7
8732,876,22,Private,310152,Some-college,10
6498,877,38,Private,316211,HS-grad,9
11219,878,70,Self-emp-inc,379819,Some-college,10
23923,879,29,State-gov,245310,Some-college,10
20032,880,34,Private,191930,Some-college,10
3612,881,52,Federal-gov,617021,Bachelors,13
15021,882,40,Federal-gov,118686,Bachelors,13
475,883,46,Private,279196,Bachelors,13
20971,884,23,Private,164231,11th,7
24084,885,60,,120163,Bachelors,13
10089,886,49,Federal-gov,216453,Assoc-voc,11
28550,887,43,Private,110970,Bachelors,13
27827,888,21,Private,27162,Some-college,10
5510,889,27,Private,113464,1st-4th,2
32436,890,37,Private,40955,Prof-school,15
4739,891,33,Federal-gov,207172,HS-grad,9
24413,892,26,Private,389856,HS-grad,9
8554,893,43,Federal-gov,32016,Masters,14
8616,894,23,Private,240398,Bachelors,13
1707,895,32,,158784,7th-8th,4
6375,896,50,Self-emp-not-inc,105010,HS-grad,9
6675,897,40,Private,193882,HS-grad,9
8109,898,20,Private,47791,12th,8
30251,899,23,Private,250037,Some-college,10
9871,900,63,Federal-gov,101996,Masters,14
30957,901,45,Private,179659,Bachelors,13
19594,902,44,Self-emp-not-inc,218653,Bachelors,13
3940,903,63,Local-gov,109849,Bachelors,13
7994,904,37,Private,178136,HS-grad,9
31821,905,36,,229533,HS-grad,9
23191,906,30,Private,159888,Bachelors,13
14891,907,26,Private,123384,Masters,14
4527,908,19,Private,39026,HS-grad,9
16460,909,43,Private,145441,Bachelors,13
19464,910,48,Private,148995,Masters,14
1128,911,41,Self-emp-not-inc,154374,Some-college,10
28771,912,32,Self-emp-not-inc,267161,Bachelors,13
23105,913,57,Federal-gov,170066,Assoc-voc,11
10124,914,80,Self-emp-not-inc,34340,7th-8th,4
16323,915,59,Local-gov,130532,Some-college,10
6042,916,43,Self-emp-inc,150533,HS-grad,9
2267,917,32,Local-gov,286101,HS-grad,9
632,918,43,Private,154374,Some-college,10
630,919,47,Self-emp-not-inc,165039,Some-college,10
16406,920,28,Self-emp-not-inc,192838,Assoc-voc,11
1123,921,36,Private,112497,Bachelors,13
23257,922,60,Self-emp-not-inc,96073,HS-grad,9
6460,923,59,Private,426001,HS-grad,9
31877,924,49,Private,94342,Bachelors,13
11996,925,90,Private,40388,Bachelors,13
7575,926,42,Self-emp-not-inc,103980,Assoc-voc,11
13811,927,56,Local-gov,391926,HS-grad,9
23107,928,47,Private,22900,HS-grad,9
27428,929,55,Self-emp-not-inc,477867,Bachelors,13
15936,930,27,Private,289484,Some-college,10
29780,931,48,Federal-gov,166634,Bachelors,13
5558,932,38,Private,114079,HS-grad,9
19302,933,43,Self-emp-inc,34218,Some-college,10
25295,934,61,,187636,Bachelors,13
28682,935,47,Private,144351,HS-grad,9
21965,936,21,Private,136873,Some-college,10
4284,937,45,Private,88265,HS-grad,9
30452,938,39,Private,294919,HS-grad,9
29935,939,31,Private,83425,Some-college,10
16136,940,69,,159077,11th,7
22656,941,44,State-gov,183829,Bachelors,13
2508,942,34,Self-emp-not-inc,345705,HS-grad,9
23486,943,39,Private,58972,Assoc-acdm,12
6385,944,51,Self-emp-inc,139127,Some-college,10
24077,945,23,Private,210474,Some-college,10
2917,946,30,Private,177304,HS-grad,9
19245,947,41,Private,203943,12th,8
7893,948,37,Self-emp-not-inc,80324,HS-grad,9
1581,949,31,Private,169104,Bachelors,13
25332,950,35,Private,166416,Bachelors,13
25985,951,53,Local-gov,216931,7th-8th,4
8468,952,43,Private,115178,Assoc-voc,11
1851,953,63,,231777,Masters,14
3710,954,27,Private,406662,HS-grad,9
25660,955,43,Self-emp-inc,117158,Bachelors,13
5283,956,40,Private,167265,Masters,14
25717,957,34,Self-emp-not-inc,254304,HS-grad,9
30575,958,23,Private,239663,Some-college,10
17369,959,30,Private,168334,HS-grad,9
11334,960,59,,188070,Masters,14
14819,961,34,Private,345705,HS-grad,9
31932,962,47,Self-emp-not-inc,330416,Some-college,10
12654,963,40,Private,235371,Assoc-voc,11
23075,964,47,Private,39530,HS-grad,9
647,965,71,Private,78277,HS-grad,9
23352,966,28,Private,207513,HS-grad,9
27892,967,38,Private,192337,12th,8
11120,968,41,Federal-gov,185616,HS-grad,9
1460,969,48,Self-emp-inc,192945,HS-grad,9
20476,970,24,Private,321763,HS-grad,9
1567,971,33,Private,78707,11th,7
17249,972,32,Private,44677,Bachelors,13
16314,973,52,Local-gov,43909,HS-grad,9
29367,974,33,Federal-gov,78307,Bachelors,13
14995,975,42,Private,136177,Some-college,10
25941,976,32,Private,158242,Bachelors,13
27954,977,53,Private,22978,Masters,14
15453,978,47,State-gov,100818,HS-grad,9
29481,979,18,Private,268952,12th,8
11617,980,37,Self-emp-inc,126675,Assoc-voc,11
24881,981,48,Private,336540,HS-grad,9
21543,982,52,Local-gov,124793,12th,8
12313,983,68,Private,214521,Prof-school,15
20371,984,50,Private,410186,HS-grad,9
31312,985,31,Private,231043,Some-college,10
12812,986,58,Private,197642,Some-college,10
27844,987,61,,175032,HS-grad,9
11336,988,41,State-gov,518030,Bachelors,13
4213,989,30,Private,58597,HS-grad,9
3245,990,48,Private,235646,Some-college,10
26472,991,39,Private,234901,Assoc-acdm,12
31298,992,29,Federal-gov,242147,HS-grad,9
28527,993,27,Private,132805,10th,6
28463,994,90,Federal-gov,195433,HS-grad,9
8538,995,27,Private,330132,Bachelors,13
26814,996,35,State-gov,190895,HS-grad,9
12809,997,44,Private,279183,Some-college,10
7939,998,23,Private,120068,Assoc-voc,11
29803,999,35,Private,109351,Bachelors,13
9792,1000,35,Private,99156,Bachelors,13
29986,1001,44,Private,456236,Masters,14
5125,1002,20,Private,216972,HS-grad,9
13260,1003,33,Self-emp-not-inc,334744,Some-college,10
23358,1004,37,Private,192939,Bachelors,13
2652,1005,34,Private,213226,Bachelors,13
10977,1006,50,Self-emp-not-inc,167380,7th-8th,4
138,1007,20,Private,34310,Some-college,10
18124,1008,32,Private,328060,9th,5
9217,1009,47,Private,212120,Bachelors,13
25406,1010,26,Private,122206,HS-grad,9
8094,1011,17,State-gov,117906,10th,6
16946,1012,62,Private,109190,Bachelors,13
13179,1013,45,Private,255348,Some-college,10
15714,1014,38,Private,99388,Assoc-acdm,12
26573,1015,22,Private,509048,HS-grad,9
4932,1016,32,Private,213179,Some-college,10
16337,1017,39,Private,123945,HS-grad,9
20718,1018,46,Private,233511,Bachelors,13
20465,1019,39,Private,198654,Prof-school,15
23388,1020,62,,113234,Masters,14
32059,1021,55,Private,183580,Some-college,10
22834,1022,22,Private,126613,Some-college,10
6021,1023,47,Private,80924,Some-college,10
12871,1024,32,Private,185480,Assoc-voc,11
31739,1025,36,,187167,HS-grad,9
11300,1026,31,Private,217962,12th,8
27394,1027,35,Private,45937,HS-grad,9
11333,1028,48,Local-gov,78859,HS-grad,9
30277,1029,33,,369386,Some-college,10
25525,1030,37,Private,39606,Assoc-voc,11
1524,1031,26,Local-gov,166295,Bachelors,13
14624,1032,44,Private,203761,Bachelors,13
2753,1033,43,Private,125461,Bachelors,13
11161,1034,24,Private,198259,HS-grad,9
813,1035,22,Private,137510,Some-college,10
13604,1036,39,Private,192614,HS-grad,9
5115,1037,49,Private,234320,7th-8th,4
26601,1038,46,State-gov,162852,HS-grad,9
11613,1039,59,Private,268840,Some-college,10
25977,1040,31,Private,169589,Masters,14
25577,1041,41,Private,173858,7th-8th,4
2089,1042,37,Private,123211,HS-grad,9
29413,1043,54,Private,420691,1st-4th,2
21343,1044,79,Private,266119,Bachelors,13
32331,1045,50,Private,278188,HS-grad,9
21645,1046,47,Private,32509,Some-college,10
20993,1047,32,Local-gov,40444,Masters,14
20110,1048,47,Federal-gov,160647,HS-grad,9
5419,1049,28,Private,183780,HS-grad,9
26160,1050,24,Private,137591,Some-college,10
4124,1051,25,Private,511331,Bachelors,13
28873,1052,36,Private,129263,HS-grad,9
29593,1053,37,Private,140854,Bachelors,13
29240,1054,31,Private,191834,HS-grad,9
11342,1055,23,Private,209483,Bachelors,13
12150,1056,23,Private,95989,Some-college,10
7066,1057,58,Local-gov,98361,HS-grad,9
25286,1058,37,Private,186191,HS-grad,9
10948,1059,51,Private,210736,10th,6
24107,1060,59,Private,100313,HS-grad,9
12312,1061,52,Private,145081,7th-8th,4
24976,1062,25,Private,181598,11th,7
23987,1063,40,Private,107433,Bachelors,13
23070,1064,44,Self-emp-not-inc,112507,5th-6th,3
3358,1065,41,Private,314322,HS-grad,9
21556,1066,37,Self-emp-inc,188774,11th,7
3776,1067,40,Federal-gov,77332,Some-college,10
5622,1068,36,Private,749105,HS-grad,9
13023,1069,52,Private,42924,12th,8
1708,1070,24,Private,67222,Bachelors,13
13045,1071,23,Private,24395,HS-grad,9
30043,1072,35,Self-emp-inc,185621,Bachelors,13
994,1073,35,Private,290226,HS-grad,9
19286,1074,32,Private,178835,HS-grad,9
17724,1075,54,Private,155408,HS-grad,9
23819,1076,58,Self-emp-not-inc,118253,HS-grad,9
24318,1077,38,,121135,HS-grad,9
32403,1078,48,Private,325372,1st-4th,2
30148,1079,56,Private,151474,9th,5
14110,1080,57,Private,214619,Some-college,10
28917,1081,46,Private,254367,HS-grad,9
25665,1082,19,Private,378114,HS-grad,9
236,1083,40,State-gov,170525,Some-college,10
22709,1084,21,Private,189749,Some-college,10
32089,1085,54,Self-emp-not-inc,158948,HS-grad,9
24380,1086,38,Private,165472,Bachelors,13
15573,1087,39,Private,177181,7th-8th,4
368,1088,57,Private,212448,Bachelors,13
2076,1089,51,Private,161482,HS-grad,9
15100,1090,62,Self-emp-inc,245491,Bachelors,13
20087,1091,27,Private,191177,Some-college,10
24176,1092,39,State-gov,218249,Some-college,10
27365,1093,42,Self-emp-inc,1097453,Bachelors,13
448,1094,20,Private,146538,HS-grad,9
3583,1095,43,Local-gov,96102,Some-college,10
32395,1096,22,Private,173736,HS-grad,9
12900,1097,33,Private,195576,HS-grad,9
10235,1098,29,Private,214881,HS-grad,9
13288,1099,28,Private,76129,HS-grad,9
26017,1100,25,Private,242700,Some-college,10
20729,1101,40,Private,202872,Some-college,10
26365,1102,47,Private,34248,Assoc-voc,11
21844,1103,20,Private,39477,Some-college,10
30026,1104,17,Private,160029,11th,7
6093,1105,31,Private,213750,Some-college,10
6736,1106,22,Private,199555,Some-college,10
12190,1107,48,Private,158924,HS-grad,9
